id,name__en,name__fi,name__sv,name__es,name__nl,name__de,name__nb,name__da,name__nn,name__fr,name__hu,name,wikipedia__en,wikipedia__fi,wikipedia__sv,gender,occupation,identifier__ISNI,identifier__VIAF,birth_date,identifier__freebase,family_name,given_name,identifier__Riksdagen,original_wikiname,name__it,name__cy,death_date,name__be_tarask,wikipedia__be_x_old,image,name__af,name__se,name__pl,name__pt,wikipedia__de,wikipedia__es,wikipedia__nn,wikipedia__no,wikipedia__pl,wikipedia__svwikiquote,identifier__IMDB,wikipedia__commons,name__la,name__id,name__uk,wikipedia__da,wikipedia__fr,wikipedia__id,wikipedia__la,wikipedia__pt,wikipedia__uk,identifier__EuroparlMEP,name__an,name__ast,name__bar,name__bm,name__br,name__ca,name__co,name__cs,name__de_at,name__de_ch,name__en_ca,name__en_gb,name__eo,name__et,name__eu,name__frc,name__frp,name__fur,name__ga,name__gd,name__gl,name__gsw,name__hr,name__ia,name__ie,name__io,name__jam,name__kab,name__kg,name__lb,name__li,name__lij,name__lt,name__lv,name__mg,name__min,name__ms,name__nap,name__nds,name__nds_nl,name__nrm,name__oc,name__pap,name__pcd,name__pms,name__prg,name__pt_br,name__rgn,name__rm,name__ro,name__sc,name__scn,name__sco,name__sk,name__sw,name__tr,name__vec,name__vi,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,name__ru,name__is,name__hy,wikipedia__eo,wikipedia__is,wikipedia__ru,wikipedia__simple,identifier__SELIBR,twitter,website,wikipedia__et,wikipedia__oc,identifier__LCAuth,identifier__SUDOC,identifier__FAST,name__ko,wikipedia__ko,name__fa,name__zh,wikipedia__fa,identifier__PACE,wikipedia__it,wikipedia__ro,identifier__BNF,identifier__SFDb,identifier__elonet,identifier__kinopoisk,identifier__DNF,wikipedia__sco,wikipedia__nl,name__zh_hant,name__zh_cn,name__el,identifier__OLID,name__bs,name__lmo,name__sl,name__sq,name__ja,name__ar,wikipedia__ar,wikipedia__ca,identifier__GND,wikipedia__tr,wikipedia__mg,name__fo,wikipedia__fo,wikipedia__ja,name__ka,name__ta,name__sh,name__mr,name__mk,name__he,name__be,name__ur,name__ty,name__hsb,wikipedia__be,wikipedia__br,wikipedia__cs,wikipedia__cswikiquote,wikipedia__el,wikipedia__fawikiquote,wikipedia__he,wikipedia__hsb,wikipedia__hu,wikipedia__hy,wikipedia__ka,wikipedia__lb,wikipedia__lt,wikipedia__lv,wikipedia__mr,wikipedia__ms,wikipedia__sh,wikipedia__sq,wikipedia__ta,wikipedia__ur,wikipedia__vi,wikipedia__zh,identifier__parlement,facebook,identifier__wikitree,name__bg,wikipedia__bg,wikipedia__fiwikiquote,wikipedia__ie,name__ku_arab,name__ku_latn,name__ku,wikipedia__ku,weblog,name__yo,name__sr,wikipedia__an,wikipedia__bs,wikipedia__gd,wikipedia__hr,wikipedia__io,wikipedia__mk,wikipedia__plwikiquote,wikipedia__sr,wikipedia__yo,identifier__NNDB,identifier__Munzinger,identifier__GTAA,wikipedia__enwikiquote,wikipedia__etwikiquote,identifier__NTA,name__zh_hans,name__zh_hk,name__zh_sg,name__zh_tw,wikipedia__gl,wikipedia__sk,identifier__Britannica,name__ckb,wikipedia__ckb,wikipedia__sw,name__fit,name__bn,identifier__NLI,name__sah,wikipedia__sah,wikipedia__nds,identifier__PORT,identifier__CSFD,name__sr_el,identifier__kansallisbiografia,name__az,name__hi,name__mn,name__qu,wikipedia__af,wikipedia__az,wikipedia__bn,wikipedia__frwikiquote,wikipedia__hi,wikipedia__mn,wikipedia__qu,wikipedia__se,wikipedia__eu,name__th,wikipedia__th,wikipedia__bswikiquote,wikipedia__ga,wikipedia__nowikiquote,wikipedia__svwikinews,identifier__BIBSYS
Q4974444,"Sonja Rembo","Sonja Rembo","Sonja Rembo",,"Sonja Rembo",,,,,"Sonja Rembo",,"Sonja Rembo",,,"Sonja Rembo",female,politician,,,1933-01-17,,,Sonja,0872218435908,"Sonja Rembo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4974484,"Inger René","Inger René","Inger René","Inger René","Inger René","Inger René",,,,"Inger René","Inger René","Inger René","Inger René",,"Inger René",female,politician,,,1937,,,Inger,0388920259006,"Inger René",,,,,,https://upload.wikimedia.org/wikipedia/commons/9/9e/Inger_Rene.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4974516,"Yoomi Renström","Yoomi Renström","Yoomi Renström",,"Yoomi Renström",,,,,"Yoomi Renström",,"Yoomi Renström",,,"Yoomi Renström",female,politician,,,1962,,,,0523880046118,"Yoomi Renström",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4974616,"Anne Rhenman","Anne Rhenman","Anne Rhenman",,"Anne Rhenman",,,,,"Anne Rhenman",,"Anne Rhenman",,,"Anne Rhenman",female,politician,,,1957-07-03,,,Anne,078688254917,"Anne Rhenman","Anne Rhenman",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4975004,"Helena Rivière","Helena Rivière","Helena Rivière","Helena Rivière","Helena Rivière","Helena Rivière",,,,"Helena Rivière","Helena Rivière","Helena Rivière","Helena Rivière",,"Helena Rivière",female,politician,,,1940,,,Helena,0478371872009,"Helena Rivière",,,,,,,,,,,,,,,,"Helena Rivière",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4975009,"Fanny Rizell","Fanny Rizell","Fanny Rizell",,"Fanny Rizell",,,,,"Fanny Rizell",,"Fanny Rizell",,,"Fanny Rizell",female,politician,,,1936,,,Fanny,0931369291903,"Fanny Rizell",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4975481,"Jessica Rosencrantz","Jessica Rosencrantz","Jessica Rosencrantz",,"Jessica Rosencrantz","Jessica Rosencrantz","Jessica Rosencrantz","Jessica Rosencrantz","Jessica Rosencrantz","Jessica Rosencrantz",,"Jessica Rosencrantz","Jessica Rosencrantz",,"Jessica Rosencrantz",female,politician,,,1987-10-06,,,Jessica,0992420223820,"Jessica Rosencrantz",,,,,,https://upload.wikimedia.org/wikipedia/commons/d/da/Jessica_Rosencrantz_bild.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jessica Rosencrantz","Jessica Rosencrantz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4975541,"Helena Hillar Rosenqvist","Helena Hillar Rosenqvist","Helena Hillar Rosenqvist","Helena Hillar Rosenqvist","Helena Hillar Rosenqvist","Helena Hillar Rosenqvist",,,,"Helena Hillar Rosenqvist","Helena Hillar Rosenqvist","Helena Hillar Rosenqvist","Helena Hillar Rosenqvist",,"Helena Hillar Rosenqvist",female,politician,,,1946,,,Helena,0710863816703,"Helena Hillar Rosenqvist",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4975858,"Liisa Rulander","Liisa Rulander","Liisa Rulander",,"Liisa Rulander",,,,,"Liisa Rulander",,"Liisa Rulander",,,"Liisa Rulander",female,politician,,,1948,,,Liisa,0664384557700,"Liisa Rulander","Liisa Rulander",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4975896,"Rosita Runegrund","Rosita Runegrund","Rosita Runegrund","Rosita Runegrund","Rosita Runegrund","Rosita Runegrund",,,,"Rosita Runegrund","Rosita Runegrund","Rosita Runegrund","Rosita Runegrund",,"Rosita Runegrund",female,politician,,,1947,,,Rosita,0574724112206,"Rosita Runegrund",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4975999,"Yvonne Ruwaida","Yvonne Ruwaida","Yvonne Ruwaida","Yvonne Ruwaida","Yvonne Ruwaida","Yvonne Ruwaida",,,,"Yvonne Ruwaida","Yvonne Ruwaida","Yvonne Ruwaida","Yvonne Ruwaida",,"Yvonne Ruwaida",female,politician,,177786012,1970,,,Yvonne,0332753845811,"Yvonne Ruwaida",,,,,,https://upload.wikimedia.org/wikipedia/commons/4/4d/Yvonne_Ruwaida.jpg,,,,,,,,,,"Yvonne Ruwaida",,"Category:Yvonne Ruwaida",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4976340,"Catarina Rönnung","Catarina Rönnung","Catarina Rönnung",,"Catarina Rönnung",,,,,"Catarina Rönnung",,"Catarina Rönnung",,,"Catarina Rönnung",female,politician,,,1938,,,Catarina,0634320940409,"Catarina Rönnung",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4976383,"Ingegerd Saarinen","Ingegerd Saarinen","Ingegerd Saarinen","Ingegerd Saarinen","Ingegerd Saarinen","Ingegerd Saarinen",,,,"Ingegerd Saarinen","Ingegerd Saarinen","Ingegerd Saarinen","Ingegerd Saarinen",,"Ingegerd Saarinen",female,politician,,,1947,,,Ingegerd,0235494367806,"Ingegerd Saarinen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4976504,"Ingegerd Sahlström","Ingegerd Sahlström","Ingegerd Sahlström",,"Ingegerd Sahlström",,,,,"Ingegerd Sahlström",,"Ingegerd Sahlström",,,"Ingegerd Sahlström",female,politician,,36891159,1943-10-29,,,Ingegerd,0311892218602,"Ingegerd Sahlström",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4976518,"Mona Saint Cyr","Mona Saint Cyr","Mona Saint Cyr",,"Mona Saint Cyr",,,,,"Mona Saint Cyr",,"Mona Saint Cyr",,,"Mona Saint Cyr",female,politician,,,1934,,,Mona,0110548017702,"Mona Saint Cyr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4976716,"Marianne Samuelsson","Marianne Samuelsson","Marianne Samuelsson","Marianne Samuelsson","Marianne Samuelsson","Marianne Samuelsson","Marianne Samuelsson","Marianne Samuelsson","Marianne Samuelsson","Marianne Samuelsson","Marianne Samuelsson","Marianne Samuelsson","Marianne Samuelsson",,"Marianne Samuelsson",female,politician,,39349069,1945-12-09,,,Marianne,0900533740700,"Marianne Samuelsson",,,,,,"https://upload.wikimedia.org/wikipedia/commons/1/11/Marianne_Samuelsson,_landshovding_pa_Gotland,_talar_vid_oppnadet_av_BSPC-s_mote_i_Visby_2008-09-01_(cropped).jpg",,,,,,,,"Marianne Samuelsson",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4976818,"Yvonne Sandberg-Fries","Yvonne Sandberg-Fries","Yvonne Sandberg-Fries",,"Yvonne Sandberg-Fries","Yvonne Sandberg-Fries",,,,"Yvonne Sandberg-Fries",,"Yvonne Sandberg-Fries",,,"Yvonne Sandberg-Fries",female,politician,,,1950,,,Yvonne,0844105199517,"Yvonne Sandberg-Fries",,,,,,,,,"Yvonne Sandberg-Fries",,,,,,"Yvonne Sandberg-Fries",,,,,,,,,,,,,2072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yvonne Sandberg-Fries",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yvonne Sandberg-Fries",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4976914,"Lena Sandlin-Hedman","Lena Sandlin-Hedman","Lena Sandlin-Hedman",,"Lena Sandlin-Hedman",,"Lena Sandlin-Hedman","Lena Sandlin-Hedman","Lena Sandlin-Hedman","Lena Sandlin-Hedman",,"Lena Sandlin-Hedman",,,"Lena Sandlin-Hedman",female,politician,,,1969,,,Lena,0883183598315,"Lena Sandlin-Hedman","Lena Sandlin-Hedman",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4977972,"Eva Selin Lindgren","Eva Selin Lindgren","Eva Selin Lindgren","Eva Selin Lindgren","Eva Selin Lindgren","Eva Selin Lindgren","Eva Selin Lindgren","Eva Selin Lindgren","Eva Selin Lindgren","Eva Selin Lindgren","Eva Selin Lindgren","Eva Selin Lindgren","Eva Selin Lindgren",,"Eva Selin Lindgren",female,politician,"0000 0001 1048 3438",27048099,1936-08-10,,,Eva,0105689536302,"Eva Selin Lindgren",,,2011-09-03,,,https://upload.wikimedia.org/wikipedia/commons/a/a5/Right_Livelihood_Award_2009-announcement-08.jpg,"Eva Selin Lindgren","Eva Selin Lindgren",,,,,,,,,,"Category:Eva Selin Lindgren",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4978575,"Ingibjörg Sigurdsdóttir","Ingibjörg Sigurdsdóttir","Ingibjörg Sigurdsdóttir",,"Ingibjörg Sigurdsdóttir",,,,,"Ingibjörg Sigurdsdóttir",,"Ingibjörg Sigurdsdóttir",,,"Ingibjörg Sigurdsdóttir",female,politician,,,1941,,,"Ingibjörg",0922081543501,"Ingibjörg Sigurdsdóttir",,,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4979095,"Ingrid Skeppstedt","Ingrid Skeppstedt","Ingrid Skeppstedt",,"Ingrid Skeppstedt",,,,,"Ingrid Skeppstedt",,"Ingrid Skeppstedt",,,"Ingrid Skeppstedt",female,politician,,,1935,,,Ingrid,0655109700507,"Ingrid Skeppstedt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4979216,"Camilla Sköld Jansson","Camilla Sköld Jansson","Camilla Sköld Jansson","Camilla Sköld Jansson","Camilla Sköld Jansson","Camilla Sköld Jansson",,,,"Camilla Sköld Jansson","Camilla Sköld Jansson","Camilla Sköld Jansson","Camilla Sköld Jansson",,"Camilla Sköld Jansson",female,politician,,,1957,,,Camilla,0841428824218,"Camilla Sköld Jansson",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4979909,"Lisbeth Staaf-Igelström","Lisbeth Staaf-Igelström","Lisbeth Staaf-Igelström",,"Lisbeth Staaf-Igelström",,,,,"Lisbeth Staaf-Igelström",,"Lisbeth Staaf-Igelström",,,"Lisbeth Staaf-Igelström",female,politician,,,1943,,,Lisbeth,0823142696709,"Lisbeth Staaf-Igelström",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4979996,"Kerstin-Maria Stalín","Kerstin-Maria Stalín","Kerstin-Maria Stalín",,"Kerstin-Maria Stalín",,,,,"Kerstin-Maria Stalín",,"Kerstin-Maria Stalín",,,"Kerstin-Maria Stalín",female,politician,,,1937-08-08,,,Kerstin,0186490041606,"Kerstin-Maria Stalín",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4980077,"Karin Starrin","Karin Starrin","Karin Starrin",,"Karin Starrin","Karin Starrin",,,,"Karin Starrin",,"Karin Starrin",,,"Karin Starrin",female,politician,,,1947-10-28,,,Karin,0636794729408,"Karin Starrin",,,,,,,,,"Karin Starrin",,,,,,"Karin Starrin",,,,,,,,,,,,,2146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4980135,"Anna Steele","Anna Steele","Anna Steele",,"Anna Steele","Anna Steele","Anna Steele","Anna Steele","Anna Steele","Anna Steele",,"Anna Steele",,,"Anna Steele",female,politician,,,1959-11-01,,Steele,Anna,0437269990517,"Anna Steele","Anna Steele",,,,,https://upload.wikimedia.org/wikipedia/commons/f/f9/Anna_Steele_01.jpg,"Anna Steele","Anna Steele",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4980261,"Maria Stenberg","Maria Stenberg","Maria Stenberg",,"Maria Stenberg",,"Maria Stenberg",,,"Maria Stenberg",,"Maria Stenberg",,,"Maria Stenberg",female,politician,,,1966,,,Maria,0747852417614,"Maria Stenberg",,,,,,https://upload.wikimedia.org/wikipedia/commons/a/ab/Maria_Stenberg_(S)_Sverige.jpg,,,,,,,,"Maria Stenberg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4980271,"Åsa Stenberg","Åsa Stenberg","Åsa Stenberg",,"Åsa Stenberg",,,,,"Åsa Stenberg",,"Åsa Stenberg",,,"Åsa Stenberg",female,politician,,14742020,1946,,,"Åsa",0806514457704,"Åsa Stenberg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4980351,"Rigmor Stenmark","Rigmor Stenmark","Rigmor Stenmark","Rigmor Stenmark","Rigmor Stenmark","Rigmor Stenmark",,,,"Rigmor Stenmark","Rigmor Stenmark","Rigmor Stenmark","Rigmor Stenmark",,"Rigmor Stenmark",female,politician,,,1940,,Stenmark,Rigmor,0462541496508,"Rigmor Stenmark",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
