id,name__en,name,image,gender,identifier__VIAF,identifier__GND,identifier__LCAuth,birth_date,identifier__freebase,given_name,website,identifier__Muzinger,identifier__journalisted,identifier__EuroparlMEP,family_name,death_date,identifier__ISNI,identifier__BNF,identifier__SUDOC,identifier__IMDB,identifier__NTA,identifier__NLA,identifier__NPG,identifier__MusicBrainz,identifier__SELIBR,identifier__NNDB,identifier__Oxforddnb,identifier__GTAA,honorific_prefix,name__zh,name__pl,name__eu,name__fr,name__ru,name__es,name__ca,name__hu,name__fi,name__it,name__la,name__cy,name__de,name__br,name__ga,name__nl,name__sv,name__mzn,name__oc,name__nb,name__da,name__nn,name__he,wikipedia__br,wikipedia__ca,wikipedia__cy,wikipedia__de,wikipedia__en,wikipedia__es,wikipedia__eu,wikipedia__fi,wikipedia__fr,wikipedia__ga,wikipedia__he,wikipedia__hu,wikipedia__it,wikipedia__la,wikipedia__mzn,wikipedia__nl,wikipedia__pl,wikipedia__ru,wikipedia__simple,wikipedia__sv,wikipedia__zh,identifier__Munzinger,identifier__hansard,name__be,name__gl,name__id,name__bn,name__ar,name__pt,name__eo,name__uk,name__be_tarask,name__cs,name__bg,name__fa,name__ckb,name__az,name__ko,name__hy,wikipedia__ar,wikipedia__az,wikipedia__be_x_old,wikipedia__be,wikipedia__bg,wikipedia__bn,wikipedia__ckb,wikipedia__commons,wikipedia__cs,wikipedia__da,wikipedia__enwikiquote,wikipedia__eo,wikipedia__fa,wikipedia__gl,wikipedia__id,wikipedia__ko,wikipedia__nn,wikipedia__no,wikipedia__pt,wikipedia__uk,original_wikiname,name__af,wikipedia__af,wikipedia__plwikiquote,name__gd,name__yo,name__et,name__ja,name__pnb,name__sk,name__ku_arab,name__ku_latn,name__tr,name__ku,name__hi,name__ur,wikipedia__et,wikipedia__gd,wikipedia__ja,wikipedia__ku,wikipedia__pnb,wikipedia__sk,wikipedia__tr,wikipedia__ur,wikipedia__yo,identifier__parliamentDOTuk,name__nan,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__is,name__ro,name__mr,name__io,wikipedia__io,wikipedia__is,wikipedia__mr,wikipedia__ro,wikipedia__zh_min_nan,name__el,name__sr_el,name__sr_ec,name__hr,name__sco,name__sr,name__ie,wikipedia__el,wikipedia__hr,wikipedia__ie,wikipedia__itwikiquote,wikipedia__sco,wikipedia__sr,identifier__GNC,identifier__publicwhip,name__en_ca,name__en_gb,name__tl,wikipedia__tl,name__de_ch,name__yue,name__an,name__bs,name__ceb,name__lb,name__lmo,name__lt,name__nds,name__nds_nl,name__pms,name__sl,name__sq,name__vec,name__wa,name__vmf,twitter,name__ta,wikipedia__ta,identifier__discogs,identifier__TWFY,identifier__bbc_democracy_live,identifier__Britannica,identifier__FAST,identifier__N6I,identifier__parliamentary_record,identifier__CSPAN,name__sh,wikipedia__sh,wikipedia__hiwikiquote,identifier__BNE,identifier__OLID,occupation,identifier__BBC_things,name__nrm,wikipedia__nrm,identifier__snac,noble_title,identifier__DoUB,wikipedia__sl,identifier__nobel_prize,identifier__MGP,name__ast,name__bar,name__bm,name__co,name__de_at,name__frc,name__frp,name__fur,name__gsw,name__ia,name__jam,name__kab,name__kg,name__li,name__lij,name__lv,name__mg,name__min,name__ms,name__nap,name__pap,name__pcd,name__prg,name__pt_br,name__rgn,name__rm,name__sc,name__scn,name__sw,name__vi,name__vls,name__vo,name__wo,name__zu,name__fit,identifier__wikitree,wikipedia__enwikinews,identifier__guardian_topic,identifier__PACE,wikipedia__cawikiquote,wikipedia__bgwikiquote,identifier__nlg,facebook
Q5493559,"Fraser Agnew","Fraser Agnew",,male,,,,,,Fraser,,,,,,,,,,,,,,,,,,,,,,,,,"Fraser Agnew",,"Fraser Agnew",,,,,"Fraser Agnew",,,"Fraser Agnew",,,,,,,,,,,,"Fraser Agnew",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5494852,"Fred Cobain","Fred Cobain",,male,,,,1946-04-30,,Fred,,,,,,,,,,,,,,,,,,,,,,,"Fred Cobain",,,,"Fred Cobain",,"Fred Cobain",,,"Fred Cobain",,,"Fred Cobain",,,,,,,,,,,,"Fred Cobain",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5522531,"Gardiner Kane","Gardiner Kane",,male,,,,1947-11-25,,,,,,,,,,,,,,,,,,,,,,,,,"Gardiner Kane",,,,"Gardiner Kane",,,,,"Gardiner Kane",,,"Gardiner Kane",,,,,,,,,,,,"Gardiner Kane",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5538436,"George Dawson","George Dawson",,male,,,,1961-05-10,,George,,,,,,2007-05-07,,,,,,,,,,,,,,,,,"George Dawson","Джордж Доусон","George Dawson",,"George Dawson",,,,,"George Dawson",,,"George Dawson",,,,,,,,,,,,"George Dawson (Northern Ireland politician)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5539001,"George Ennis","George Ennis",,male,,,,1953-02-09,,George,,,,,,,,,,,,,,,,,,,,,,,"George Ennis",,,,"George Ennis",,"George Ennis",,,"George Ennis",,,"George Ennis",,,,,,,,,,,,"George Ennis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5539845,"George Graham","George Graham",,male,110312705,,,1945,,George,,,,,Graham,2012-02-21,,12372119k,032751958,,,,,,,,,,,,,,"George Graham",,,,"George Graham",,,,,"George Graham",,,"George Graham",,,,,,,,,,,,"George Graham (Northern Ireland politician)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5543965,"George Robinson","George Robinson",,male,,,,1941-05-30,,George,,,,,,,,,,,,,,,,,,,,,,,"George Robinson",,,,"George Robinson",,,,,"George Robinson",,,"George Robinson",,,,,,,,,,,,"George Robinson (politician)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5544306,"George Savage","George Savage",,male,,,,1941-11-26,,George,,,,,,2014-10-01,,,,,,,,,,,,,,,,,"George Savage",,"George Savage",,"George Savage",,,,"George Savage","George Savage",,,"George Savage",,,,,,,,,,,,"George Savage (politician)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5544391,"George Seawright","George Seawright",,male,315945564,,,1951,,George,,,,,,1987-12-03,,,,,,,,,,,,,,,,,"George Seawright",,"George Seawright",,"George Seawright",,,,,"George Seawright",,,"George Seawright",,,,,,,,,,,,"George Seawright",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5549740,"Geraldine Dougan","Geraldine Dougan",,female,,,,1973,,Geraldine,,,,,,,,,,,,,,,,,,,,,,,"Geraldine Dougan",,,,"Geraldine Dougan",,"Geraldine Dougan",,,"Geraldine Dougan",,,"Geraldine Dougan",,,,,,,,,,,,"Geraldine Dougan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5552825,"Gerry Kelly","Gerry Kelly","https://upload.wikimedia.org/wikipedia/commons/2/2e/Gerry_Kelly,_MLA.jpg",male,41329252,,,1953-04-05,/m/0d9525,Gerard,http://www.sinnfein.ie/north-belfast-gerry-kelly,,,,Kelly,,,,,,,,,,,,,,,,,,"Gerry Kelly",,"Gerry Kelly",,"Gerry Kelly","Gerry Kelly",,,,"Gerry Kelly",,"Gearóid Ó Ceallaigh","Gerry Kelly","Gerry Kelly",,,,,,,,,,,"Gerry Kelly",,,,,,,,,,,,,,,,,,,,,,,"جيرارد كيلي",,,,,,,,,,,,"جيرارد كيلي",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GerryKellyMLA,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5568678,"Glenn Barr","Glenn Barr",https://upload.wikimedia.org/wikipedia/commons/9/93/Glenn_Barr.jpg,male,,,,1932,,Glenn,,,,,,,,,,,,,,,,,,,,,,,"Glenn Barr","Гленн Барр","Glenn Barr",,"Glenn Barr",,"Glenn Barr",,,"Glenn Barr",,,"Glenn Barr",,,,,,,,,,,,"Glenn Barr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5568755,"Roy Beggs","Roy Beggs",,male,,,,1936-02-20,,Roy,,,,,,,,,,,,,,,,,,,,,,,"Roy Beggs",,"Roy Beggs",,"Roy Beggs",,,,,"Roy Beggs",,,"Roy Beggs","Roy Beggs",,,,,,,,,,,"Roy Beggs",,,,,,,,,,,,,,,"Roy Beggs",,,mr-roy-beggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5585084,"Gordon Dunne","Gordon Dunne",https://upload.wikimedia.org/wikipedia/commons/9/97/Gordon_Dunne.jpg,male,,,,1959-04-04,,Gordon,,,,,,,,,,,,,,,,,,,,,,,"Gordon Dunne",,,,"Gordon Dunne",,"Gordon Dunne",,,"Gordon Dunne",,,"Gordon Dunne",,,,,,,,,,,,"Gordon Dunne",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5585521,"Gordon Mawhinney","Gordon Mawhinney",,male,,,,1943-01-04,,Gordon,,,,,,,,,,,,,,,,,,,,,,,"Gordon Mawhinney",,,,"Gordon Mawhinney",,,,,"Gordon Mawhinney",,,"Gordon Mawhinney",,,,,,,,,,,,"Gordon Mawhinney",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5661723,"Harold McCusker","Harold McCusker",,male,11829589,,nb2006014285,1940-02-07,,Harold,,,,,,1990-02-12,,,,,,,,,,,,,,,,,"Harold McCusker",,"Harold McCusker",,"Harold McCusker",,,,,"Harold McCusker",,,"Harold McCusker",,,,,,,,,,,,"Harold McCusker",,,,,,,,,,,,,,,,,,mr-harold-mccusker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1646518,,,,,,,,OL6326311A,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5735901,"Herbert Whitten","Herbert Whitten",,male,,,,1909,,Herbert,,,,,,1981,,,,,,,,,,,,,,,,,"Herbert Whitten",,,,"Herbert Whitten",,,,,"Herbert Whitten",,,"Herbert Whitten",,,,,,,,,,,,"Herbert Whitten",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q575881,"Ian Paisley, Jr.","Ian Paisley, Jr.","https://upload.wikimedia.org/wikipedia/commons/3/3e/Ian_Paisley,_Jr..jpg",male,,,,1966-12-12,/m/01fgfs,Ian,http://www.ipjr.net/,,,,Paisley,,,,,,,,,,,,,,,,"Ian Paisley","Ian Paisley","Ian Paisley",,"Ian Paisley, Jr.","Ian Paisley","Ian Paisley","Ian Paisley","Ian Paisley","Ioannes Paisley iunior","Ian Paisley","Ian Paisley","Ian Paisley","Ian Paisley","Ian Paisley, Jr.","Ian Paisley",,"Ian Paisley","Ian Paisley","Ian Paisley","Ian Paisley",,,,,,"Ian Paisley Jr.",,,,,,,,,"Ioannes Paisley iunior",,,,,,,,,,,"Ian Paisley","Ian Paisley",,,"Ian Paisley","Ian Paisley",,,"Ian Paisley",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ian Paisley",,,"Ian Paisley",,"Ian Paisley",,,"Ian Paisley",,,"Ian Paisley",,,,,,,,,,,,,commons/ian-paisley/4129,,,,,,,,"Ian Paisley","Ian Paisley",,"Ian Paisley",,,,,,,"Ian Paisley",,"Ian Paisley","Ian Paisley",,"Ian Paisley",,,,,,,,Ian_Paisley_Jnr,"Ian Paisley","Ian Paisley",,,"Ian Paisley",,"Ian Paisley","Ian Paisley","Ian Paisley","Ian Paisley","Ian Paisley","Ian Paisley","Ian Paisley","Ian Paisley","Ian Paisley","Ian Paisley","Ian Paisley","Ian Paisley","Ian Paisley","Ian Paisley",,,,,ian_paisley_jnr/north_antrim,33629,,,,Ian-Paisley-Jr/North-Antrim/1318,,,,,,,politician,,"Ian Paisley",,,,,,,,"Ian Paisley","Ian Paisley","Ian Paisley","Ian Paisley","Ian Paisley","Ian Paisley","Ian Paisley","Ian Paisley","Ian Paisley","Ian Paisley","Ian Paisley","Ian Paisley","Ian Paisley","Ian Paisley","Ian Paisley","Ian Paisley","Ian Paisley","Ian Paisley","Ian Paisley","Ian Paisley","Ian Paisley","Ian Paisley","Ian Paisley","Ian Paisley","Ian Paisley","Ian Paisley","Ian Paisley","Ian Paisley","Ian Paisley","Ian Paisley","Ian Paisley","Ian Paisley","Ian Paisley","Ian Paisley",,,,,,,,,
Q57689,"Martin McGuinness","Martin McGuinness",https://upload.wikimedia.org/wikipedia/commons/c/c8/MartinMcGuinness_(cropped).jpg,male,23957091,124606717,n2002032196,1950-05-23,/m/025pz4,Martin,http://www.thepeoplespresident.ie,,martin-mcguinness,,McGuinness,,,,,,,,,,,,,130973,,"马丁·麦吉尼斯","Martin McGuinness","Martin McGuinness","Martin McGuinness","Макгиннесс, Мартин","Martin McGuinness","Martin McGuinness","Martin McGuinness","Martin McGuinness","Martin McGuinness","Martinus McGuinness","Martin McGuinness","Martin McGuinness","Martin McGuinness","Máirtín Mag Aonghusa","Martin McGuinness","Martin McGuinness","مارتین مک گوینس","Martin McGuinness","Martin McGuinness","Martin McGuinness","Martin McGuinness","מרטין מקגינס","Martin McGuinness","Martin McGuinness","Martin McGuinness","Martin McGuinness","Martin McGuinness","Martin McGuinness","Martin McGuinness","Martin McGuinness","Martin McGuinness","Máirtín Mag Aonghusa","מרטין מקגינס","Martin McGuinness","Martin McGuinness","Martinus McGuinness","مارتین مک گوینس","Martin McGuinness","Martin McGuinness","Макгиннесс, Мартин","Martin McGuinness","Martin McGuinness","马丁·麦吉尼斯",00000026174,mr-martin-mcguinness,,,,,"مارتن ماكغينيس",,,,,,,,,,,,"مارتن ماكغينيس",,,,,,,,,,,,,,,,,,,,,,,,,,,"マーティン・マクギネス",,,,,,,,,,,,,,,,,,Commons/member/651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M_McGuinness_SF,,,,martin_mcguinness,25478,,478584,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Category:Martin McGuinness",politics/martin-mcguinness,,,,,Martin4President
Q578710,"Conor Murphy","Conor Murphy",https://upload.wikimedia.org/wikipedia/commons/3/3e/Conor_Murphy.jpg,male,,,,1963-07-10,/m/06194z,Conor,,,,,,,,,,,,,,,,,,,,"康納·墨菲",,,"Conor Murphy",,"Conor Murphy",,"Conor Murphy","Conor Murphy",,,,"Conor Murphy",,"Conor Murphy","Conor Murphy","Conor Murphy",,,"Conor Murphy","Conor Murphy",,,,,,,"Conor Murphy",,,"Conor Murphy",,"Conor Murphy",,,,,,,,,,,,,mr-conor-murphy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"コナー・マーフィー",,,,,,,,,,,,,,,,,,commons/conor-murphy/1595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q583571,"Alasdair McDonnell","Alasdair McDonnell",https://upload.wikimedia.org/wikipedia/commons/d/d5/Alasdair_McDonnell.jpg,male,,,,1949-09-01,/m/061700,Alasdair,http://www.alasdairmcdonnell.com/,,,,,,,,,,,,,,,,,,,"阿拉斯代爾·麥克唐納",,,"Alasdair McDonnell",,"Alasdair McDonnell",,"Alasdair McDonnell",,,,,"Alasdair McDonnell",,"Alasdair McDonnell","Alasdair McDonnell",,,,,,,,,,,,"Alasdair McDonnell","Alasdair McDonnell",,,"Alasdair McDonnell","Alasdair McDonnell",,,,,,,,,,,"阿拉斯代爾·麥克唐納",,mr-alasdair-mcdonnell,,,,,,,,,,,,,,,"앨러스데어 맥도넬",,,,,,,,,,,,,,,,,"앨러스데어 맥도넬",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commons/dr-alasdair-mcdonnell/1596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5931506,"Hugh Logue","Hugh Logue",,male,,,,1949,,Hugh,,,,,,,,,,,,,,,,,,,,,,,"Hugh Logue",,"Hugh Logue",,"Hugh Logue",,"Hugh Logue",,,"Hugh Logue",,,"Hugh Logue",,,,,,,,,,,,"Hugh Logue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"休·羅格",,"休·罗格",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,economist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5932726,"Hugh Smyth","Hugh Smyth",,male,,,,1941,,Hugh,,,,,,2014-05-12,,,,,,,,,,,,,,,,,"Hugh Smyth",,"Hugh Smyth",,"Hugh Smyth",,,,"Hugh Smyth","Hugh Smyth",,,"Hugh Smyth",,,,,,,,,,,,"Hugh Smyth",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5933073,"Hugh Wilson","Hugh Wilson",,male,,,,1905,,Hugh,,,,,Wilson,1998-01-04,,,,,,,,,,,,,,,,,"Hugh Wilson","Хью Уилсон",,,"Hugh Wilson",,,,,"Hugh Wilson",,,"Hugh Wilson",,,,,,,,,,,,"Hugh Wilson (Northern Ireland politician)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5980734,"Ian Adamson","Ian Adamson",,male,88398169,,,1944,,Ian,,,,,,,,,163736340,,,,,,,,,,,,,,"Ian Adamson",,"Ian Adamson",,"Ian Adamson",,"Ian Adamson",,,"Ian Adamson",,,"Ian Adamson",,,,,,,,,,,,"Ian Adamson",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,historian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5982264,"Ian McCrea","Ian McCrea",,male,,,,1976,,Ian,,,,,,,,,,,,,,,,,,,,,,,"Ian McCrea",,,,"Ian McCrea",,"Ian McCrea",,,"Ian McCrea",,,"Ian McCrea",,,,,,,,,,,,"Ian McCrea",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6096121,"Ivan Davis","Ivan Davis",,male,,,,1937-04-16,,Ivan,,,,,,,,,,,,,,,,,,,,,,,"Ivan Davis","Айвен Дэвис",,,"Ivan Davis",,,,,"Ivan Davis",,,"Ivan Davis",,,,,,,,,,,,"Ivan Davis (politician)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6096240,"Ivan Foster","Ivan Foster",,male,,,,1943,,Ivan,,,,,,,,,,,,,,,,,,,,,,,"Ivan Foster",,"Ivan Foster",,"Ivan Foster",,"Ivan Foster",,,"Ivan Foster",,,"Ivan Foster",,,,,,,,,,,,"Ivan Foster",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6110990,"Jack Allen","Jack Allen",,male,,,,,,Jack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jack Allen",,,"Jack Allen",,,,,,,,,,,,"Jack Allen (politician)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6114012,"Jack McKee","Jack McKee",,male,,,,1944,,Jack,,,,,,2015-10-04,,,,,,,,,,,,,,,,,"Jack McKee",,,,"Jack McKee",,,,"Jack McKee","Jack McKee",,,"Jack McKee",,,,,,,,,,,,"Jack McKee",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
