id,name__da,name__pl,name__nb,name__en,name__fr,name__de,name__fo,name__is,name__kl,name__nn,name__sv,name__nl,name__es,name__hu,name,wikipedia__commons,wikipedia__da,wikipedia__de,wikipedia__en,wikipedia__fr,wikipedia__no,wikipedia__pl,image,gender,occupation,identifier__VIAF,identifier__GND,birth_date,identifier__freebase,given_name,website,identifier__EuroparlMEP,weblog,twitter,original_wikiname,name__it,name__ru,instagram,facebook,name__id,wikipedia__id,wikipedia__sv,name__nds,name__lb,name__zh,name__he,name__ko,name__be,name__ta,name__oc,name__ms,name__lv,name__gl,name__et,name__ja,name__br,name__el,name__vi,name__sh,name__ar,name__pt,name__eo,name__tr,name__ro,name__se,name__ca,name__fi,name__uk,name__be_tarask,name__cs,name__io,name__fa,name__az,name__lt,name__pt_br,name__cy,name__de_ch,name__en_ca,name__en_gb,name__sr,name__lmo,name__sco,name__arz,name__ie,name__la,name__sk,name__hy,name__th,wikipedia__ar,wikipedia__arz,wikipedia__az,wikipedia__be_x_old,wikipedia__be,wikipedia__br,wikipedia__ca,wikipedia__cs,wikipedia__cy,wikipedia__dawikiquote,wikipedia__el,wikipedia__eo,wikipedia__es,wikipedia__et,wikipedia__fa,wikipedia__fi,wikipedia__fo,wikipedia__gl,wikipedia__he,wikipedia__hu,wikipedia__hy,wikipedia__ie,wikipedia__io,wikipedia__is,wikipedia__it,wikipedia__ja,wikipedia__ko,wikipedia__la,wikipedia__lb,wikipedia__lmo,wikipedia__lt,wikipedia__lv,wikipedia__ms,wikipedia__nds,wikipedia__nl,wikipedia__nn,wikipedia__oc,wikipedia__plwikiquote,wikipedia__pt,wikipedia__ro,wikipedia__ru,wikipedia__sco,wikipedia__se,wikipedia__sh,wikipedia__simple,wikipedia__sk,wikipedia__sr,wikipedia__ta,wikipedia__th,wikipedia__tr,wikipedia__uk,wikipedia__vi,wikipedia__zh,identifier__LCAuth,identifier__IMDB,identifier__NNDB,identifier__Munzinger,identifier__parlement,identifier__quora,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,family_name,identifier__IIAF,death_date,identifier__ISNI,identifier__BNF,identifier__SUDOC,identifier__FAST,identifier__PACE,identifier__OLID,identifier__BIBSYS,identifier__SELIBR,name__ka,identifier__NTA,wikipedia__dewikiquote,wikipedia__fiwikiquote,name__sl,wikipedia__sl,identifier__snac,identifier__google_knowledge,name__ia,wikipedia__ia,wikipedia__kl,identifier__MusicBrainz,name__sq,wikipedia__sq,linkedin,name__sr_el,name__sr_ec,identifier__NLI,wikipedia__eswikiquote,name__bar,name__fit,identifier__google_scholar,identifier__discogs,wikipedia__ukwikiquote,identifier__allmovie,identifier__SFDb,identifier__SCOPE,identifier__kinopoisk,identifier__DNF,identifier__ne_se,name__de_at,name__gsw,wikipedia__cswikiquote,wikipedia__svwikiquote,name__jv,name__qu,name__yo,name__eu,name__hsb,name__bg,wikipedia__bg,wikipedia__enwikiquote,wikipedia__eu,wikipedia__hsb,wikipedia__itwikiquote,wikipedia__jv,wikipedia__ka,wikipedia__qu,wikipedia__yo,identifier__GTAA,identifier__nlg,political_alignment,wikipedia__frwikiquote,identifier__PORT,identifier__CSFD,name__bs,name__bn,name__ga,name__ast,name__hr,name__an,name__ku,name__mr,name__vro,name__tt,name__ba,name__ne,name__mg,wikipedia__an,wikipedia__ast,wikipedia__bn,wikipedia__bs,wikipedia__dewikinews,wikipedia__fawikiquote,wikipedia__fiu_vro,wikipedia__ga,wikipedia__hr,wikipedia__ku,wikipedia__mg,wikipedia__mr,wikipedia__ruwikinews,wikipedia__srwikinews,wikipedia__trwikinews,wikipedia__tt,identifier__GNC,name__ur,wikipedia__ur,wikipedia__nowikiquote,wikipedia__dawikisource
Q20177993,"Laura Lindahl",,"Laura Lindahl","Laura Lindahl","Laura Lindahl","Laura Lindahl","Laura Lindahl","Laura Lindahl","Laura Lindahl","Laura Lindahl","Laura Lindahl","Laura Lindahl",,,"Laura Lindahl",,"Laura Lindahl",,,,,,,female,politician,,,1983-07-09,,Laura,http://lauralindahl.dk/,,,lauralindahl,"Laura Lindahl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20179290,"May-Britt Kattrup",,"May-Britt Buch-Kattrup","May-Britt Buch-Kattrup","May-Britt Buch-Kattrup","May-Britt Buch-Kattrup","May-Britt Buch-Kattrup","May-Britt Buch-Kattrup","May-Britt Buch-Kattrup","May-Britt Buch-Kattrup","May-Britt Buch-Kattrup","May-Britt Buch-Kattrup",,,"May-Britt Kattrup",,"May-Britt Buch-Kattrup",,,,,,,female,politician,,,1962-11-30,,,http://kattrup.dk/,,,maybrittkattrup,"May-Britt Buch-Kattrup",,,,maybritt.kattrup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20179692,"Carsten Bach",,"Carsten Bach","Carsten Bach","Carsten Bach","Carsten Bach","Carsten Bach","Carsten Bach","Carsten Bach","Carsten Bach","Carsten Bach","Carsten Bach",,,"Carsten Bach",,"Carsten Bach",,,,"Carsten Bach",,,male,politician,,,1975-12-09,,Carsten,http://www.ft.dk/Folketinget/findMedlem/carsten-bach.aspx,,,,"Carsten Bach",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20179766,"Søren Egge Rasmussen",,"Søren Egge Rasmussen","Søren Egge Rasmussen","Søren Egge Rasmussen","Søren Egge Rasmussen","Søren Egge Rasmussen","Søren Egge Rasmussen","Søren Egge Rasmussen","Søren Egge Rasmussen","Søren Egge Rasmussen","Søren Egge Rasmussen",,,"Søren Egge Rasmussen",,"Søren Egge Rasmussen",,,,"Søren Egge Rasmussen",,,male,politician,,,1961-07-02,,"Søren",http://enhedslisten.dk/soeren-egge-rasmussen,,,,"Søren Egge Rasmussen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20179978,"Jan-Erik Messmann",,"Jan-Erik Messmann","Jan-Erik Messmann","Jan-Erik Messmann","Jan-Erik Messmann","Jan-Erik Messmann","Jan-Erik Messmann","Jan-Erik Messmann","Jan-Erik Messmann","Jan-Erik Messmann","Jan-Erik Messmann",,,"Jan-Erik Messmann",,"Jan-Erik Messmann",,,,,,,male,politician,,,1948-12-10,,,http://www.messmann.dk,,,,"Jan-Erik Messmann",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20181143,"Jeppe Jakobsen",,"Jeppe Jakobsen","Jeppe Jakobsen","Jeppe Jakobsen","Jeppe Jakobsen","Jeppe Jakobsen","Jeppe Jakobsen","Jeppe Jakobsen","Jeppe Jakobsen","Jeppe Jakobsen","Jeppe Jakobsen",,,"Jeppe Jakobsen",,"Jeppe Jakobsen",,,,,,,male,politician,,,1988,,Jeppe,,,,MFjeppejakobsen,"Jeppe Jakobsen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20181359,"Maria Gjerding",,"Maria Gjerding","Maria Gjerding","Maria Gjerding","Maria Gjerding","Maria Gjerding","Maria Gjerding","Maria Gjerding","Maria Gjerding","Maria Gjerding","Maria Gjerding",,,"Maria Gjerding",,"Maria Gjerding",,,,"Maria Gjerding",,,female,politician,,,1978-08-03,,Maria,https://enhedslisten.dk/maria-gjerding,,,MariaGjerding,"Maria Gjerding",,,,maria.gjerding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20185694,"Merete Dea Larsen",,"Merete Dea Larsen","Merete Dea Larsen","Merete Dea Larsen","Merete Dea Larsen","Merete Dea Larsen","Merete Dea Larsen","Merete Dea Larsen","Merete Dea Larsen","Merete Dea Larsen","Merete Dea Larsen",,,"Merete Dea Larsen",,"Merete Dea Larsen",,,,,,,female,politician,,,1978-04-19,,Merete,,,,,"Merete Dea Larsen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20185798,"Dorthe Ullemose",,"Dorthe Ullemose","Dorthe Ullemose","Dorthe Ullemose","Dorthe Ullemose","Dorthe Ullemose","Dorthe Ullemose","Dorthe Ullemose","Dorthe Ullemose","Dorthe Ullemose","Dorthe Ullemose",,,"Dorthe Ullemose",,"Dorthe Ullemose",,,,,,,female,politician,,,1964-09-24,,Dorthe,http://www.dortheullemose.dk/,,,DortheUllemose,"Dorthe Ullemose",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20186092,"Jan Rytkjær Callesen",,"Jan Rytkjær Callesen","Jan Rytkjær Callesen","Jan Rytkjær Callesen","Jan Rytkjær Callesen","Jan Rytkjær Callesen","Jan Rytkjær Callesen","Jan Rytkjær Callesen","Jan Rytkjær Callesen","Jan Rytkjær Callesen","Jan Rytkjær Callesen",,,"Jan Rytkjær Callesen",,"Jan Rytkjær Callesen",,,,,,,male,politician,,,1965-05-02,,Jan,,,,,"Jan Rytkjær Callesen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20186140,"Susanne Eilersen",,"Susanne Eilersen","Susanne Eilersen","Susanne Eilersen","Susanne Eilersen","Susanne Eilersen","Susanne Eilersen","Susanne Eilersen","Susanne Eilersen","Susanne Eilersen","Susanne Eilersen",,,"Susanne Eilersen",,"Susanne Eilersen",,,,,,,female,politician,,,1964-08-24,,Susanne,http://susanne-eilersen.dk/,,,Eilersen_DF,"Susanne Eilersen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20186168,"Peter Kofod Poulsen",,"Peter Kofod Poulsen","Peter Kofod Poulsen","Peter Kofod Poulsen","Peter Kofod Poulsen","Peter Kofod Poulsen","Peter Kofod Poulsen","Peter Kofod Poulsen","Peter Kofod Poulsen","Peter Kofod Poulsen","Peter Kofod Poulsen",,,"Peter Kofod Poulsen",,"Peter Kofod Poulsen",,,,"Peter Kofod Poulsen",,,male,politician,,,1990-02-27,,Peter,,,,kofodpeter,"Peter Kofod Poulsen",,,,peterifolketinget,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20186193,"Tilde Bork",,"Tilde Bork","Tilde Bork","Tilde Bork","Tilde Bork","Tilde Bork","Tilde Bork","Tilde Bork","Tilde Bork","Tilde Bork","Tilde Bork",,,"Tilde Bork",,"Tilde Bork",,,,,,,female,politician,,,1993-08-03,,Tilde,http://tildebork.dk/,,,TildeBork,"Tilde Bork",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20186297,"Claus Kvist Hansen",,"Claus Kvist Hansen","Claus Kvist Hansen","Claus Kvist Hansen","Claus Kvist Hansen","Claus Kvist Hansen","Claus Kvist Hansen","Claus Kvist Hansen","Claus Kvist Hansen","Claus Kvist Hansen","Claus Kvist Hansen",,,"Claus Kvist Hansen",,"Claus Kvist Hansen",,,,,,,male,politician,,,1968-09-24,,Claus,http://www.clauskvist.dk/,,,ClausKvist_DF,"Claus Kvist Hansen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20186338,"Karina Due",,"Karina Due","Karina Due","Karina Due","Karina Due","Karina Due","Karina Due","Karina Due","Karina Due","Karina Due","Karina Due",,,"Karina Due",,"Karina Due",,,,,,,female,politician,,,1966-11-23,,Karina,http://www.danskfolkeparti.dk/_15691_257,,,KarinaDue1,"Karina Due",,,,karina.due.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20186502,"Lise Bech",,"Lise Bech","Lise Bech","Lise Bech","Lise Bech","Lise Bech","Lise Bech","Lise Bech","Lise Bech","Lise Bech","Lise Bech",,,"Lise Bech",,"Lise Bech",,,,,,,female,politician,,,1961-09-16,,Lise,http://www.lisebech.dk/,,,LiseBech,"Lise Bech",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20188888,"Eva Flyvholm",,"Eva Flyvholm","Eva Flyvholm","Eva Flyvholm","Eva Flyvholm","Eva Flyvholm","Eva Flyvholm","Eva Flyvholm","Eva Flyvholm","Eva Flyvholm","Eva Flyvholm",,,"Eva Flyvholm",,"Eva Flyvholm",,,,"Eva Flyvholm",,,female,politician,,,1981-04-18,,Eva,,,,EvaFlyvholm,"Eva Flyvholm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20188895,"Jakob Sølvhøj",,"Jakob Sølvhøj","Jakob Sølvhøj","Jakob Sølvhøj","Jakob Sølvhøj","Jakob Sølvhøj","Jakob Sølvhøj","Jakob Sølvhøj","Jakob Sølvhøj","Jakob Sølvhøj","Jakob Sølvhøj",,,"Jakob Sølvhøj",,"Jakob Sølvhøj",,,,"Jakob Sølvhøj",,,male,politician,,,1954-09-12,,Jakob,,,,,"Jakob Sølvhøj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20188899,"Pelle Dragsted",,"Pelle Dragsted","Pelle Dragsted","Pelle Dragsted","Pelle Dragsted","Pelle Dragsted","Pelle Dragsted","Pelle Dragsted","Pelle Dragsted","Pelle Dragsted","Pelle Dragsted",,,"Pelle Dragsted",,"Pelle Dragsted",,,,"Pelle Dragsted",,,male,politician,,,1975-04-13,,Pelle,,,https://politiken.dk/debat/profiler/pelledragsted/,pelledragsted,"Pelle Dragsted",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20197574,"Britt Bager",,"Britt Bager","Britt Bager","Britt Bager","Britt Bager","Britt Bager","Britt Bager","Britt Bager","Britt Bager","Britt Bager","Britt Bager",,,"Britt Bager",,"Britt Bager",,,,,,,female,politician,,,1976-08-16,,Britt,http://www.brittbager.dk/,,,brittbager,"Britt Bager",,,,stembrittbager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20197678,"Carolina Magdalene Maier",,"Carolina Magdalene Maier","Carolina Magdalene Maier","Carolina Magdalene Maier","Carolina Magdalene Maier","Carolina Magdalene Maier","Carolina Magdalene Maier","Carolina Magdalene Maier","Carolina Magdalene Maier","Carolina Magdalene Maier","Carolina Magdalene Maier",,,"Carolina Magdalene Maier",,"Carolina Magdalene Maier",,,,,,,female,politician,,,1973-11-28,,Carolina,http://www.carolinamagdalene.dk/,,http://www.carolinamagdalene.dk/blog/,carolinamaier,"Carolina Magdalene Maier",,,,carolinamagdalene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20197687,"Christian Poll",,"Christian Poll","Christian Poll","Christian Poll","Christian Poll","Christian Poll","Christian Poll","Christian Poll","Christian Poll","Christian Poll","Christian Poll",,,"Christian Poll",,"Christian Poll",,,,,,https://upload.wikimedia.org/wikipedia/commons/d/de/Christian_Poll.jpg,male,politician,,,1965-02-22,,Christian,http://alternativet.dk/spidskandidat-christian-poll/,,,ChristianPoll,"Christian Poll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20197692,"Rasmus Nordqvist",,"Rasmus Nordqvist","Rasmus Nordqvist","Rasmus Nordqvist","Rasmus Nordqvist","Rasmus Nordqvist","Rasmus Nordqvist","Rasmus Nordqvist","Rasmus Nordqvist","Rasmus Nordqvist","Rasmus Nordqvist",,,"Rasmus Nordqvist",,"Rasmus Nordqvist",,,,,,"https://upload.wikimedia.org/wikipedia/commons/3/3c/Rasmus_Nordqvist,_udendørs,_2015-11-08.jpg",male,politician,,,1975-07-18,,Rasmus,http://www.rasmusnordqvist.dk/,,http://puls.politiko.dk/author/rasmusnordqvist/,rasmusnordqvist,"Rasmus Nordqvist",,,,rasmus.nordqvist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20197700,"Josephine Fock",,"Josephine Fock","Josephine Fock","Josephine Fock","Josephine Fock","Josephine Fock","Josephine Fock","Josephine Fock","Josephine Fock","Josephine Fock","Josephine Fock",,,"Josephine Fock",,"Josephine Fock",,,,,,https://upload.wikimedia.org/wikipedia/commons/1/19/Josephine_Fock.png,female,politician,,,1965-08-05,,Josephine,http://www.josephinefock.dk/,,http://jyllands-posten.dk/debat/blogs/josephinefock/,josephinefock,"Josephine Fock",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20197705,"René Gade",,"René Gade","René Gade","René Gade","René Gade","René Gade","René Gade","René Gade","René Gade","René Gade","René Gade",,,"René Gade",,"René Gade",,,,,,,male,politician,,,1982-01-31,,"René",http://www.renegade.works/,,,renegadedreng,"René Gade",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20197707,"Torsten Gejl",,"Torsten Gejl","Torsten Gejl","Torsten Gejl","Torsten Gejl","Torsten Gejl","Torsten Gejl","Torsten Gejl","Torsten Gejl","Torsten Gejl","Torsten Gejl",,,"Torsten Gejl",,"Torsten Gejl",,,,,,https://upload.wikimedia.org/wikipedia/commons/4/4e/Torsten_Gejl.png,male,politician,,,1964-01-30,,Torsten,http://alternativet.dk/torsten-gejl-2/,,,TorstenGejl,"Torsten Gejl",,,,torsten.gejl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20199803,"Aaja Chemnitz Larsen",,"Aaja Chemnitz Larsen","Aaja Chemnitz Larsen","Aaja Chemnitz Larsen","Aaja Chemnitz Larsen","Aaja Chemnitz Larsen","Aaja Chemnitz Larsen","Aaja Chemnitz Larsen","Aaja Chemnitz Larsen","Aaja Chemnitz Larsen","Aaja Chemnitz Larsen",,,"Aaja Chemnitz Larsen",,"Aaja Chemnitz Larsen",,"Aaja Chemnitz Larsen",,,,,female,politician,,,1977-12-02,,,http://www.facebook.com/aaja2014,,,aajacl,"Aaja Chemnitz Larsen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Larsen,,,,,,,,,,,,,,,,,,/g/11b7xpv48n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
